idx,AirQualityStation,img_path,s5p_path,Countrycode,Altitude,PopulationDensity,rural,suburban,urban,traffic,industrial,background,no2,o3,pm10
1578,STA_ES0014R,STA_ES0014R/S2A_MSIL2A_20200719T105031_N0214_R051_T31TCF_20200719T134605.npy,STA_ES0014R/l3_mean_europe_2018_2020_005dg.netcdf,ES,470,35.5,1,0,0,0,0,1,3.423099742,74.11498559,11.6203966
1580,STA_PL0213A,STA_PL0213A/S2B_MSIL2A_20200423T100549_N0214_R022_T33UWT_20200423T144611.npy,STA_PL0213A/l3_mean_europe_2018_2020_005dg.netcdf,PL,150,79.9,0,0,1,0,0,1,15.16094779,59.83524798,25.55550893
1584,STA.IT1449A,STA.IT1449A/S2B_MSIL2A_20200524T094029_N0214_R036_T33SWC_20200524T123152.npy,STA.IT1449A/l3_mean_europe_2018_2020_005dg.netcdf,IT,50,193,0,1,0,0,0,1,5.360021523,59.6072597,21.62850782
1585,STA_ES1889A,STA_ES1889A/S2B_MSIL2A_20200710T110619_N0214_R137_T30TTL_20200710T140319.npy,STA_ES1889A/l3_mean_europe_2018_2020_005dg.netcdf,ES,743,27.2,0,1,0,0,0,1,7.703955067,62.58923113,15.97062655
1588,STA-RO0074A,STA-RO0074A/S2B_MSIL2A_20200829T093039_N0214_R136_T34TFS_20200829T115846.npy,STA-RO0074A/l3_mean_europe_2018_2020_005dg.netcdf,RO,333,106.4,0,0,1,0,0,1,33.19935503,43.04430812,19.31596685
1589,STA_PL0573A,STA_PL0573A/S2B_MSIL2A_20200808T100029_N0214_R122_T33UXT_20200808T125754.npy,STA_PL0573A/l3_mean_europe_2018_2020_005dg.netcdf,PL,80,134.1,0,1,0,0,0,1,13.87092769,50.03685441,25.12593852
1590,STA_ES1684A,STA_ES1684A/S2A_MSIL2A_20200706T104031_N0214_R008_T31TDG_20200706T133310.npy,STA_ES1684A/l3_mean_europe_2018_2020_005dg.netcdf,ES,171,718.7,0,0,1,0,0,1,22.90225653,47.1146636,19.57291186
1592,STA-RO0203A,STA-RO0203A/S2B_MSIL2A_20200428T092029_N0214_R093_T34TGQ_20200428T122503.npy,STA-RO0203A/l3_mean_europe_2018_2020_005dg.netcdf,RO,300,61.9,0,0,1,0,0,1,20.5647203,41.13009358,27.28052197
1593,STA_ES0001R,STA_ES0001R/S2B_MSIL2A_20200727T105619_N0214_R094_T30SUJ_20200727T144035.npy,STA_ES0001R/l3_mean_europe_2018_2020_005dg.netcdf,ES,917,45.1,1,0,0,0,0,1,1.144026635,85.74515382,11.93074792
1594,STA.IT1870A,STA.IT1870A/S2B_MSIL2A_20200821T100559_N0214_R022_T32TQR_20200821T130423.npy,STA.IT1870A/l3_mean_europe_2018_2020_005dg.netcdf,IT,18,445.9,1,0,0,0,0,1,15.3880384,64.48707356,27.13611111
1595,STA-FR29423,STA-FR29423/S2B_MSIL2A_20200820T103629_N0214_R008_T31TEM_20200820T133254.npy,STA-FR29423/l3_mean_europe_2018_2020_005dg.netcdf,FR,259,160.6,0,0,1,0,0,1,17.87907375,55.74525497,12.24970004
1597,STA.DE_DERP047,STA.DE_DERP047/S2A_MSIL2A_20200805T104031_N0214_R008_T31UGR_20200805T121101.npy,STA.DE_DERP047/l3_mean_europe_2018_2020_005dg.netcdf,DE,131,967.8,0,1,0,0,1,0,18.69948159,46.75771969,16.58820224
1599,STA.IT1378A,STA.IT1378A/S2B_MSIL2A_20200725T101559_N0214_R065_T32TMK_20200725T135708.npy,STA.IT1378A/l3_mean_europe_2018_2020_005dg.netcdf,IT,10,54.3,0,0,1,0,0,1,11.37930004,55.13751313,20.80673831
1600,STA.CZ_CCHU,STA.CZ_CCHU/S2B_MSIL2A_20200821T100559_N0214_R022_T33UUQ_20200821T130423.npy,STA.CZ_CCHU/l3_mean_europe_2018_2020_005dg.netcdf,CZ,1118,66.7,1,0,0,0,0,1,2.998423167,82.5797852,10.77717718
1602,STA-PT03104,STA-PT03104/S2A_MSIL2A_20200830T113321_N0214_R080_T29SMC_20200830T142737.npy,STA-PT03104/l3_mean_europe_2018_2020_005dg.netcdf,PT,41,1010.7,0,0,1,0,0,1,15.75419302,66.67602072,26.12640572
1603,STA.DE_DEBE034,STA.DE_DEBE034/S2B_MSIL2A_20200801T100559_N0214_R022_T32UQD_20200801T135302.npy,STA.DE_DEBE034/l3_mean_europe_2018_2020_005dg.netcdf,DE,35,4289.8,0,0,1,0,0,1,24.22002985,53.78937921,24.40521558
1604,STA_ES1450A,STA_ES1450A/S2B_MSIL2A_20201227T111359_N0214_R137_T30STG_20201227T131730.npy,STA_ES1450A/l3_mean_europe_2018_2020_005dg.netcdf,ES,29,140.3,0,1,0,0,0,1,19.96908486,59.01775292,27.24385965
1606,STA.DE_DEHB004,STA.DE_DEHB004/S2A_MSIL2A_20200328T104021_N0214_R008_T32UMD_20200328T142124.npy,STA.DE_DEHB004/l3_mean_europe_2018_2020_005dg.netcdf,DE,20,1834.4,0,0,1,0,0,1,18.9943954,50.29646794,18.67633761
1609,STA.IT1222A,STA.IT1222A/S2B_MSIL2A_20200821T100559_N0214_R022_T32TQR_20200821T130423.npy,STA.IT1222A/l3_mean_europe_2018_2020_005dg.netcdf,IT,3,442.4,0,0,1,0,0,1,27.59807923,54.99822113,31.78651685
1610,STA_PL0520A,STA_PL0520A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0520A/l3_mean_europe_2018_2020_005dg.netcdf,PL,143,1857,0,0,1,0,0,1,18.08268253,48.51049682,18.42186374
1613,STA_ES1611A,STA_ES1611A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1611A/l3_mean_europe_2018_2020_005dg.netcdf,ES,512,827.3,0,1,0,0,0,1,14.98283608,63.00552168,13.86345889
1614,STA_ES1397A,STA_ES1397A/S2A_MSIL2A_20200706T104031_N0214_R008_T31TDG_20200706T133310.npy,STA_ES1397A/l3_mean_europe_2018_2020_005dg.netcdf,ES,460,718.7,0,1,0,0,0,1,18.65147198,40.53166987,29.42848484
1616,STA_PL0052A,STA_PL0052A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0052A/l3_mean_europe_2018_2020_005dg.netcdf,PL,40,1857,0,0,1,0,0,1,17.85697709,48.12507429,22.43181786
1620,STA_PL0096A,STA_PL0096A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCC_20200601T112207.npy,STA_PL0096A/l3_mean_europe_2018_2020_005dg.netcdf,PL,235,2345.6,0,0,1,0,0,1,18.61101998,57.33384774,30.20016161
1621,STA.DE_DENI062,STA.DE_DENI062/S2A_MSIL2A_20200921T103031_N0214_R108_T32UNE_20200921T151006.npy,STA.DE_DENI062/l3_mean_europe_2018_2020_005dg.netcdf,DE,47,139.4,0,1,0,0,0,1,15.60419924,57.56567412,16.63780237
1623,STA.CZ_UTUS,STA.CZ_UTUS/S2A_MSIL2A_20200730T102031_N0214_R065_T32UQA_20200730T110107.npy,STA.CZ_UTUS/l3_mean_europe_2018_2020_005dg.netcdf,CZ,322,156.8,1,0,0,0,0,1,12.96038897,60.25782751,26.24075161
1627,STA.IT0611A,STA.IT0611A/S2A_MSIL2A_20201029T095131_N0214_R079_T33SWB_20201029T113346.npy,STA.IT0611A/l3_mean_europe_2018_2020_005dg.netcdf,IT,300,190.7,0,0,1,0,0,1,6.158772817,86.35535423,18.21824817
1629,HR_DOC_TYPE_D_STA_RH0103,HR_DOC_TYPE_D_STA_RH0103/S2B_MSIL2A_20200729T100029_N0214_R122_T33TWL_20200729T134154.npy,HR_DOC_TYPE_D_STA_RH0103/l3_mean_europe_2018_2020_005dg.netcdf,HR,0,1269.9,0,0,1,0,0,1,23.2965518,49.23579467,33.81482285
1630,STA-TR341641,STA-TR341641/S2A_MSIL2A_20200822T084601_N0214_R107_T35TPF_20200822T113326.npy,STA-TR341641/l3_mean_europe_2018_2020_005dg.netcdf,TR,99,2900.1,0,0,1,0,0,1,49.19622713,33.47592033,33.37014399
1631,STA.IT2218A,STA.IT2218A/S2B_MSIL2A_20200101T100319_N0213_R122_T33TVF_20200101T114527.npy,STA.IT2218A/l3_mean_europe_2018_2020_005dg.netcdf,IT,39,350.1,0,1,0,1,0,0,22.76419304,46.48563319,27.18019802
1632,STA.DE_DERP021,STA.DE_DERP021/S2B_MSIL2A_20200807T102559_N0214_R108_T32ULA_20200807T132026.npy,STA.DE_DERP021/l3_mean_europe_2018_2020_005dg.netcdf,DE,65,293.7,0,0,1,0,0,1,22.72887392,48.60444404,20.04314186
1633,STA.CZ_CTAB,STA.CZ_CTAB/S2B_MSIL2A_20200821T100559_N0214_R022_T33UVQ_20200821T130423.npy,STA.CZ_CTAB/l3_mean_europe_2018_2020_005dg.netcdf,CZ,400,66.7,0,0,1,1,0,0,18.3667522,53.30485021,27.32668765
1635,STA.IT1823A,STA.IT1823A/S2B_MSIL2A_20200802T094039_N0214_R036_T33TXF_20200802T123333.npy,STA.IT1823A/l3_mean_europe_2018_2020_005dg.netcdf,IT,100,324.9,0,1,0,0,0,1,14.96675997,67.05160884,22.3962908
1636,STA.IT1743A,STA.IT1743A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT1743A/l3_mean_europe_2018_2020_005dg.netcdf,IT,162,2160.4,0,0,1,0,0,1,37.14953086,50.93216307,33.27680712
1639,STA-CH0028A,STA-CH0028A/S2B_MSIL2A_20200718T102559_N0214_R108_T32TLS_20200718T140654.npy,STA-CH0028A/l3_mean_europe_2018_2020_005dg.netcdf,CH,530,282.4,0,0,1,1,0,0,33.13067413,51.69697865,15.55802876
1644,STA-FR15045,STA-FR15045/S2B_MSIL2A_20200827T102559_N0214_R108_T31TGK_20200827T135039.npy,STA-FR15045/l3_mean_europe_2018_2020_005dg.netcdf,FR,310,161.6,0,1,0,0,0,1,10.81713531,52.17545716,14.6512317
1645,STA.DE_DEBW073,STA.DE_DEBW073/S2A_MSIL2A_20200623T103031_N0214_R108_T32ULU_20200623T142851.npy,STA.DE_DEBW073/l3_mean_europe_2018_2020_005dg.netcdf,DE,223,192.2,0,1,0,0,0,1,20.18346139,52.24547053,16.23086138
1646,STA_PL0105A,STA_PL0105A/S2A_MSIL2A_20200701T095031_N0214_R079_T34UCB_20200701T123557.npy,STA_PL0105A/l3_mean_europe_2018_2020_005dg.netcdf,PL,166,98.3,1,0,0,0,0,1,13.21976124,58.70666897,25.19430569
1647,STA_ES1825A,STA_ES1825A/S2A_MSIL2A_20200825T104031_N0214_R008_T31SCD_20200825T151314.npy,STA_ES1825A/l3_mean_europe_2018_2020_005dg.netcdf,ES,65,257,0,1,0,0,0,1,3.529489205,73.1045158,16.03290142
1649,STA_ES1800A,STA_ES1800A/S2A_MSIL2A_20201202T111431_N0214_R137_T30SUG_20201202T140104.npy,STA_ES1800A/l3_mean_europe_2018_2020_005dg.netcdf,ES,152,57.6,0,1,0,0,0,1,13.07753408,65.08218682,20.77777778
1655,STA-NL00241,STA-NL00241/S2B_MSIL2A_20200922T104649_N0214_R051_T31UFT_20200927T135033.npy,STA-NL00241/l3_mean_europe_2018_2020_005dg.netcdf,NL,1,512.3,0,1,0,0,0,1,21.33832147,51.95820789,23.27595066
1658,STA-BETN035,STA-BETN035/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFS_20200326T141923.npy,STA-BETN035/l3_mean_europe_2018_2020_005dg.netcdf,BE,55,434.6,1,0,0,0,0,1,16.99670249,54.09792946,21.31772429
1661,STA-FR20017,STA-FR20017/S2A_MSIL2A_20200805T104031_N0214_R008_T31TFL_20200805T112609.npy,STA-FR20017/l3_mean_europe_2018_2020_005dg.netcdf,FR,172,576.2,0,0,1,0,0,1,29.58101161,49.91187859,18.24522816
1662,STA_ES1713A,STA_ES1713A/S2A_MSIL2A_20200725T110631_N0214_R137_T30TWN_20200725T120536.npy,STA_ES1713A/l3_mean_europe_2018_2020_005dg.netcdf,ES,76,515.2,0,0,1,0,0,1,24.64720138,39.08083724,13.63824561
1664,STA-TR341431,STA-TR341431/S2A_MSIL2A_20200822T084601_N0214_R107_T35TPF_20200822T113326.npy,STA-TR341431/l3_mean_europe_2018_2020_005dg.netcdf,TR,41,2900.1,0,0,1,1,0,0,77.02530684,11.27620152,51.18723645
1668,STA.DE_DESN079,STA.DE_DESN079/S2A_MSIL2A_20200915T101031_N0214_R022_T33UVS_20200915T130644.npy,STA.DE_DESN079/l3_mean_europe_2018_2020_005dg.netcdf,DE,148,124.2,1,0,0,0,0,1,9.567929168,61.28330573,18.24451639
1674,STA-MK0041A,STA-MK0041A/S2A_MSIL2A_20200913T093041_N0214_R136_T34TDM_20200913T122841.npy,STA-MK0041A/l3_mean_europe_2018_2020_005dg.netcdf,MK,84,133.2,0,0,1,1,0,0,27.93558976,44.09493548,50.05327218
1675,STA.IT1911A,STA.IT1911A/S2A_MSIL2A_20200408T101021_N0214_R022_T32TPQ_20200408T161405.npy,STA.IT1911A/l3_mean_europe_2018_2020_005dg.netcdf,IT,202,131.5,1,0,0,0,0,1,22.98735294,67.45909389,23.78210117
1677,STA_PL0691A,STA_PL0691A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UFB_20200822T115325.npy,STA_PL0691A/l3_mean_europe_2018_2020_005dg.netcdf,PL,270,66.7,1,0,0,0,0,1,5.557719521,54.89733766,21.53724928
1678,STA_ES1687A,STA_ES1687A/S2B_MSIL2A_20201111T105259_N0214_R051_T31TBE_20201111T134038.npy,STA_ES1687A/l3_mean_europe_2018_2020_005dg.netcdf,ES,50,86.2,0,1,0,0,1,0,15.80754151,52.76163593,10.43767918
1681,STA.IT1967A,STA.IT1967A/S2B_MSIL2A_20200903T101559_N0214_R065_T32TNS_20200903T134943.npy,STA.IT1967A/l3_mean_europe_2018_2020_005dg.netcdf,IT,290,57.4,0,0,1,0,0,1,19.34588397,45.42867242,23.05924406
1683,STA-BETB011,STA-BETB011/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETB011/l3_mean_europe_2018_2020_005dg.netcdf,BE,66,7471.5,0,1,0,0,0,1,21.39737832,46.09074859,19.7952183
1687,STA-PT03083,STA-PT03083/S2A_MSIL2A_20200830T113321_N0214_R080_T29SMC_20200830T142737.npy,STA-PT03083/l3_mean_europe_2018_2020_005dg.netcdf,PT,63,1010.7,0,0,1,0,0,1,25.37921005,58.68958357,22.37141344
1689,STA_PL0211A,STA_PL0211A/S2B_MSIL2A_20200420T100019_N0214_R122_T33UWT_20200420T130740.npy,STA_PL0211A/l3_mean_europe_2018_2020_005dg.netcdf,PL,77,79.9,1,0,0,0,0,1,7.977614179,56.01382579,14.11323943
1691,STA.IT2215A,STA.IT2215A/S2A_MSIL2A_20201019T095041_N0214_R079_T33TVF_20201019T115444.npy,STA.IT2215A/l3_mean_europe_2018_2020_005dg.netcdf,IT,128,133.9,0,1,0,0,0,1,13.73912848,41.91109503,18.65732087
1692,STA-FR28033,STA-FR28033/S2B_MSIL2A_20200326T104639_N0214_R051_T31UDS_20200326T141923.npy,STA-FR28033/l3_mean_europe_2018_2020_005dg.netcdf,FR,23,218.6,0,1,0,0,0,1,12.28719904,51.05247953,19.04194875
1693,STA.04.S125,STA.04.S125/S2A_MSIL2A_20200116T100341_N0213_R122_T33TUN_20200116T113318.npy,STA.04.S125/l3_mean_europe_2018_2020_005dg.netcdf,AT,460,99.3,0,1,0,0,0,1,13.2321311,53.02410453,14.75129167
1697,STA_ES1970A,STA_ES1970A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SYJ_20200215T141800.npy,STA_ES1970A/l3_mean_europe_2018_2020_005dg.netcdf,ES,15,236,0,0,1,1,0,0,34.38324811,50.42135712,21.8121547
1704,STA-BETR831,STA-BETR831/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR831/l3_mean_europe_2018_2020_005dg.netcdf,BE,3,1093.8,1,0,0,0,1,0,25.51959164,42.37278961,21.34894177
1707,STA.DE_DEHB013,STA.DE_DEHB013/S2A_MSIL2A_20200328T104021_N0214_R008_T32UMD_20200328T142124.npy,STA.DE_DEHB013/l3_mean_europe_2018_2020_005dg.netcdf,DE,4,1834.4,1,0,0,0,1,0,16.10814193,50.21943917,20.74760578
1711,STA-RO0167A,STA-RO0167A/S2A_MSIL2A_20200702T092031_N0214_R093_T34TGS_20200702T114806.npy,STA-RO0167A/l3_mean_europe_2018_2020_005dg.netcdf,RO,328,80.4,0,0,1,0,0,1,27.56055305,43.17397923,18.46225681
1713,STA_ES1917A,STA_ES1917A/S2B_MSIL2A_20200707T105619_N0214_R094_T30TXK_20200707T135135.npy,STA_ES1917A/l3_mean_europe_2018_2020_005dg.netcdf,ES,728,236,1,0,0,0,0,1,3.103792415,57.40547476,9.212121212
1716,STA.DE_DEHE001,STA.DE_DEHE001/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMA_20200807T132026.npy,STA.DE_DEHE001/l3_mean_europe_2018_2020_005dg.netcdf,DE,158,1301.1,0,0,1,0,0,1,21.17060519,50.8007494,16.86217282
1720,STA.03.0101,STA.03.0101/S2B_MSIL2A_20200101T100319_N0213_R122_T33UVP_20200101T114527.npy,STA.03.0101/l3_mean_europe_2018_2020_005dg.netcdf,AT,270,74.6,0,0,1,0,0,1,20.51619862,48.78188757,21.21857044
1722,STA_ES1643A,STA_ES1643A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TWM_20200910T135152.npy,STA_ES1643A/l3_mean_europe_2018_2020_005dg.netcdf,ES,1090,8.7,0,0,1,1,0,0,18.5896122,57.63784911,12.23122256
1724,STA-PT01048,STA-PT01048/S2A_MSIL2A_20200110T112431_N0213_R037_T29TPF_20200110T123531.npy,STA-PT01048/l3_mean_europe_2018_2020_005dg.netcdf,PT,1086,48,1,0,0,0,0,1,14.22626331,77.92636385,9.164767216
1725,STA.IT1459A,STA.IT1459A/S2B_MSIL2A_20190221T102039_N0211_R065_T32TMR_20190221T162447.npy,STA.IT1459A/l3_mean_europe_2018_2020_005dg.netcdf,IT,206,820.9,0,1,0,0,0,1,32.50684696,49.02919586,24.13623311
1727,STA.DE_DEUB004,STA.DE_DEUB004/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMU_20200807T132026.npy,STA.DE_DEUB004/l3_mean_europe_2018_2020_005dg.netcdf,DE,1205,192.2,1,0,0,0,0,1,2.190144485,91.98910693,10.45311166
1730,STA.IT1377A,STA.IT1377A/S2B_MSIL2A_20200725T101559_N0214_R065_T32TMK_20200725T135708.npy,STA.IT1377A/l3_mean_europe_2018_2020_005dg.netcdf,IT,3,54.3,0,0,1,0,0,1,23.68931603,44.58637362,21.7698998
1731,STA-FR01011,STA-FR01011/S2A_MSIL2A_20200407T104021_N0214_R008_T31UGQ_20200407T113125.npy,STA-FR01011/l3_mean_europe_2018_2020_005dg.netcdf,FR,192,168.4,0,0,1,0,0,1,20.41282725,47.33902411,20.51068353
1734,STA-RS0037A,STA-RS0037A/S2A_MSIL2A_20200817T094041_N0214_R036_T34TDQ_20200817T110529.npy,STA-RS0037A/l3_mean_europe_2018_2020_005dg.netcdf,RS,141,535.2,0,0,1,0,0,1,25.48832722,25.48511189,39.09581608
1736,STA.DE_DESL012,STA.DE_DESL012/S2B_MSIL2A_20200422T103619_N0214_R008_T32ULV_20200422T140230.npy,STA.DE_DESL012/l3_mean_europe_2018_2020_005dg.netcdf,DE,192,802.7,0,0,1,0,0,1,30.71268326,42.31382269,16.18324175
1738,STA-CH0008A,STA-CH0008A/S2A_MSIL2A_20200713T103031_N0214_R108_T32TLT_20200713T132504.npy,STA-CH0008A/l3_mean_europe_2018_2020_005dg.netcdf,CH,316,557.3,0,1,0,0,0,1,17.51661987,56.58824008,14.33905835
1739,STA_ES1169A,STA_ES1169A/S2A_MSIL2A_20200801T105631_N0214_R094_T30STF_20200801T115206.npy,STA_ES1169A/l3_mean_europe_2018_2020_005dg.netcdf,ES,51,170.9,0,1,0,0,1,0,12.08352118,62.76544977,20.72601737
1743,STA.IT2142A,STA.IT2142A/S2B_MSIL2A_20200815T095039_N0214_R079_T33TWG_20200815T120650.npy,STA.IT2142A/l3_mean_europe_2018_2020_005dg.netcdf,IT,150,90.9,1,0,0,0,0,1,5.964393562,61.08647956,17.70151162
1755,STA.IT1740A,STA.IT1740A/S2A_MSIL2A_20200830T095031_N0214_R079_T33TWF_20200830T115423.npy,STA.IT1740A/l3_mean_europe_2018_2020_005dg.netcdf,IT,187,55.9,1,0,0,0,1,0,12.28753348,63.10778625,16.99623595
1757,STA-FR18042,STA-FR18042/S2B_MSIL2A_20200515T104619_N0214_R051_T31UER_20200515T135604.npy,STA-FR18042/l3_mean_europe_2018_2020_005dg.netcdf,FR,95,71.8,0,0,1,0,0,1,19.48906544,53.30011819,17.47396919
1761,STA_ES1973A,STA_ES1973A/S2B_MSIL2A_20200707T105619_N0214_R094_T30SVG_20200707T135135.npy,STA_ES1973A/l3_mean_europe_2018_2020_005dg.netcdf,ES,684,72.9,0,1,0,0,0,1,19.45245456,59.60327395,38.39999999
1762,STA_ES1175A,STA_ES1175A/S2B_MSIL2A_20200703T112119_N0214_R037_T29TPH_20200703T140926.npy,STA_ES1175A/l3_mean_europe_2018_2020_005dg.netcdf,ES,600,33.7,1,0,0,0,1,0,9.504694549,37.69858451,11.49975092
1763,STA.IT0508A,STA.IT0508A/S2B_MSIL2A_20191026T101029_N0213_R022_T32TQS_20191026T133255.npy,STA.IT0508A/l3_mean_europe_2018_2020_005dg.netcdf,IT,830,71.8,0,0,1,0,0,1,20.44767307,40.97943,14.76108506
1764,STA-RO0189A,STA-RO0189A/S2B_MSIL2A_20200915T092029_N0214_R093_T35TMN_20200915T112537.npy,STA-RO0189A/l3_mean_europe_2018_2020_005dg.netcdf,RO,350,73.5,0,0,1,0,1,0,18.52994385,47.45886585,31.05246498
1765,STA-HU0033A,STA-HU0033A/S2B_MSIL2A_20200407T095029_N0214_R079_T33TYN_20200407T123458.npy,STA-HU0033A/l3_mean_europe_2018_2020_005dg.netcdf,HU,215,97.2,0,0,1,0,1,0,21.26707472,37.06104759,31.07756233
1766,STA_ES1779A,STA_ES1779A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TWM_20200910T135152.npy,STA_ES1779A/l3_mean_europe_2018_2020_005dg.netcdf,ES,336,62.3,1,0,0,0,1,0,7.574025522,55.86639816,15.5954031
1767,STA-TR100241,STA-TR100241/S2B_MSIL2A_20200701T085559_N0214_R007_T35TNE_20200701T124301.npy,STA-TR100241/l3_mean_europe_2018_2020_005dg.netcdf,TR,38,85.9,0,0,1,0,0,1,26.95950017,32.99109234,47.5411581
1768,STA_ES1801A,STA_ES1801A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1801A/l3_mean_europe_2018_2020_005dg.netcdf,ES,584,827.3,0,0,1,0,1,0,19.10487496,58.03327193,18.80264368
1769,STA.DE_DEBB053,STA.DE_DEBB053/S2A_MSIL2A_20200408T101021_N0214_R022_T33UVU_20200408T161405.npy,STA.DE_DEBB053/l3_mean_europe_2018_2020_005dg.netcdf,DE,88,91,1,0,0,0,0,1,9.919649977,58.80893127,19.53984918
1772,STA_PL0184A,STA_PL0184A/S2A_MSIL2A_20200701T095031_N0214_R079_T34UCB_20200701T123557.npy,STA_PL0184A/l3_mean_europe_2018_2020_005dg.netcdf,PL,265,168.3,0,0,1,0,0,1,18.98616353,49.59848515,32.64047753
1774,STA.DE_DEBW010,STA.DE_DEBW010/S2A_MSIL2A_20200812T103031_N0214_R108_T32UMV_20200812T131334.npy,STA.DE_DEBW010/l3_mean_europe_2018_2020_005dg.netcdf,DE,162,519.2,0,1,0,0,0,1,16.15158619,57.73750751,16.0936748
1776,STA-FR28022,STA-FR28022/S2A_MSIL2A_20200811T105631_N0214_R094_T31UDR_20200811T134108.npy,STA-FR28022/l3_mean_europe_2018_2020_005dg.netcdf,FR,90,218.6,0,1,0,1,0,0,15.33490775,54.05232821,20.94701804
1777,STA-FR12052,STA-FR12052/S2B_MSIL2A_20200806T105619_N0214_R094_T30TYN_20200806T131026.npy,STA-FR12052/l3_mean_europe_2018_2020_005dg.netcdf,FR,311,50.5,0,0,1,0,0,1,13.00175959,54.56769747,14.30041746
1779,STA-NL00722,STA-NL00722/S2B_MSIL2A_20200731T103629_N0214_R008_T31UGT_20200731T140558.npy,STA-NL00722/l3_mean_europe_2018_2020_005dg.netcdf,NL,19,257.8,1,0,0,0,0,1,13.8733917,48.36538499,20.66917847
1781,STA-HU0039A,STA-HU0039A/S2A_MSIL2A_20200919T095031_N0214_R079_T34UCU_20200919T115531.npy,STA-HU0039A/l3_mean_europe_2018_2020_005dg.netcdf,HU,122,134.6,0,0,1,0,0,1,11.76178351,45.82595622,21.99441341
1782,STA_PL0682A,STA_PL0682A/S2B_MSIL2A_20200815T095039_N0214_R079_T34UDE_20200815T120650.npy,STA_PL0682A/l3_mean_europe_2018_2020_005dg.netcdf,PL,117,72.8,0,0,1,0,0,1,15.06130923,54.94598331,31.90021691
1783,STA.DE_DEHE022,STA.DE_DEHE022/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMA_20200807T132026.npy,STA.DE_DEHE022/l3_mean_europe_2018_2020_005dg.netcdf,DE,121,1399.5,0,0,1,0,0,1,27.78089982,47.46477011,17.69237281
1788,STA_PL0495A,STA_PL0495A/S2B_MSIL2A_20200908T093039_N0214_R136_T34UEA_20200908T122405.npy,STA_PL0495A/l3_mean_europe_2018_2020_005dg.netcdf,PL,203,177.7,0,0,1,0,0,1,18.08003338,51.89442067,31.21451419
1794,STA.04.S406,STA.04.S406/S2A_MSIL2A_20200408T101021_N0214_R022_T33UVP_20200408T161405.npy,STA.04.S406/l3_mean_europe_2018_2020_005dg.netcdf,AT,316,346.7,0,1,0,0,0,1,23.14637641,48.16736222,19.78296703
1798,STA-SK0007R,STA-SK0007R/S2A_MSIL2A_20200123T095311_N0213_R079_T33UYP_20200123T112027.npy,STA-SK0007R/l3_mean_europe_2018_2020_005dg.netcdf,SK,113,138.5,1,0,0,0,0,1,7.064792141,54.54738747,26.0021042
1801,STA.DE_DEMV007,STA.DE_DEMV007/S2B_MSIL2A_20200327T101629_N0214_R065_T32UPF_20200327T134849.npy,STA.DE_DEMV007/l3_mean_europe_2018_2020_005dg.netcdf,DE,5,1159.2,0,1,0,0,0,1,9.937637182,55.88945375,19.14196744
1803,STA.DE_DEBB075,STA.DE_DEBB075/S2B_MSIL2A_20200801T100559_N0214_R022_T32UQD_20200801T135302.npy,STA.DE_DEBB075/l3_mean_europe_2018_2020_005dg.netcdf,DE,39,1034.5,0,1,0,0,0,1,15.24753771,55.62887094,18.08965517
1804,STA.DE_DERP023,STA.DE_DERP023/S2A_MSIL2A_20200812T103031_N0214_R108_T32UMV_20200812T131334.npy,STA.DE_DERP023/l3_mean_europe_2018_2020_005dg.netcdf,DE,97,792.4,0,0,1,1,0,0,27.20192168,47.70050852,22.21776231
1805,STA-SE0066A,STA-SE0066A/S2A_MSIL2A_20200918T102031_N0214_R065_T34VCM_20200918T112151.npy,STA-SE0066A/l3_mean_europe_2018_2020_005dg.netcdf,SE,24,356.6,1,0,0,0,0,1,3.087336464,56.11561321,9.498636078
1809,STA_ES1579A,STA_ES1579A/S2B_MSIL2A_20200730T110619_N0214_R137_T30TVN_20200730T131922.npy,STA_ES1579A/l3_mean_europe_2018_2020_005dg.netcdf,ES,88,110.4,0,0,1,0,0,1,12.1631137,41.95755928,21.53980776
