AirQualityStation,Countrycode,Altitude,AreaType,StationType,PopulationDensity,no2_average
STA-CH0053R,CH,797,rural,background,285.7,9.591193373
STA-CH0051A,CH,427,rural,background,2046.8,10.99209758
STA-CH0046A,CH,422,suburban,background,2046.8,18.68632239
STA-CH0044A,CH,430,suburban,traffic,914.5,33.53861837
STA-CH0043A,CH,305,suburban,background,129.4,22.49755203
STA-CH0041A,CH,550,suburban,background,177.4,16.88941047
STA-CH0058A,CH,433,urban,traffic,914.5,45.20963165
STA-CH0033A,CH,203,rural,background,129.4,15.97585935
STA-CH0029A,CH,255,urban,traffic,5398.3,46.45929177
STA-CH0028A,CH,530,urban,traffic,282.4,33.13067413
STA-CH0024A,CH,460,rural,background,66,15.69852233
STA-CH0022A,CH,484,suburban,background,285.7,18.32231334
STA-CH0021A,CH,415,urban,traffic,914.5,37.88501557
STA-CH0019A,CH,915,rural,background,260,6.676638786
STA-CH0017A,CH,260,urban,background,5398.3,23.95287569
STA-CH0031A,CH,536,urban,traffic,177.4,36.12733481
STA-FR33202,FR,461,urban,background,178.9,16.2025447
STA-FR33203,FR,452,urban,traffic,178.9,34.68085967
STA-FR33211,FR,441,urban,background,178.9,19.14776291
STA-RO0133A,RO,20,suburban,background,100.2,12.76912242
STA-RO0132A,RO,36,urban,background,100.2,25.40721946
STA-RO0131A,RO,20,urban,traffic,100.2,39.38753946
STA-RO0130A,RO,230,rural,traffic,32.3,24.88699272
STA-RO0128A,RO,283,urban,industrial,32.3,9.108605677
STA-RO0127A,RO,259,urban,industrial,32.3,13.22473405
STA-RO0126A,RO,12,urban,background,58.4,18.19248791
STA-RO0125A,RO,13,urban,traffic,58.4,24.88445581
STA-RO0124A,RO,118,urban,traffic,68.9,36.288647
STA-RO0123A,RO,98,urban,background,68.9,26.89033768
STA-RO0122A,RO,579,urban,industrial,103.4,41.47560302
STA-RO0121A,RO,516,suburban,background,103.4,11.97367098
STA-RO0120A,RO,566,urban,traffic,103.4,47.77133993
STA-RO0119A,RO,569,urban,background,103.4,47.93840617
STA-RO0118A,RO,599,urban,traffic,103.4,43.385865
STA-RO0117A,RO,28,rural,industrial,63.5,10.07911169
STA-RO0116A,RO,22,urban,industrial,63.5,16.09385836
STA-RO0134A,RO,15,urban,traffic,100.2,15.91833795
STA-RO0115A,RO,28,suburban,background,63.5,14.60217793
STA-RO0135A,RO,20,urban,industrial,100.2,21.49699826
STA-RO0137A,RO,60,urban,industrial,100.2,16.17565619
STA-RO0158A,RO,618,urban,industrial,54.8,11.70108026
STA-RO0157A,RO,230,urban,industrial,54.8,12.13317936
STA-RO0155A,RO,187,urban,industrial,54.8,16.47049656
STA-RO0154A,RO,187,urban,background,54.8,36.05463538
STA-RO0153A,RO,710,rural-regional,background,45.8,11.07282648
STA-RO0152A,RO,123,urban,industrial,57.3,13.62559258
STA-RO0151A,RO,167,urban,industrial,57.3,14.84832929
STA-RO0150A,RO,203,urban,industrial,57.3,15.13135781
STA-RO0145A,RO,50,urban,industrial,115.8,18.48186201
STA-RO0144A,RO,86,urban,industrial,115.8,17.72225865
STA-RO0143A,RO,67,suburban,background,115.8,15.8102794
STA-RO0142A,RO,10,urban,background,115.8,18.24526246
STA-RO0141A,RO,87,urban,traffic,115.8,20.27404389
STA-RO0140A,RO,464,urban,industrial,122.8,11.8102747
STA-RO0139A,RO,261,urban,industrial,122.8,27.47156557
STA-RO0138A,RO,523,rural-regional,background,54.8,13.32278056
STA-RO0136A,RO,20,urban,industrial,100.2,16.80497876
STA-RO0114A,RO,16,urban,background,63.5,18.42292228
STA-RO0113A,RO,28,urban,traffic,63.5,25.51183835
STA-RO0112A,RO,169,urban,background,77.9,29.39167522
STA-RO0085A,RO,79,urban,industrial,146.8,24.44573919
STA-RO0084A,RO,44,urban,background,146.8,28.80755224
STA-RO0083A,RO,50,urban,traffic,146.8,40.53845114
STA-RO0082A,RO,128,suburban,background,86.4,12.88707414
STA-RO0081A,RO,98,suburban,industrial,86.4,11.57588768
STA-RO0080A,RO,83,urban,industrial,86.4,34.80021225
STA-RO0079A,RO,120,urban,background,86.4,13.36004431
STA-RO0078A,RO,118,urban,traffic,86.4,20.42111834
STA-RO0077A,RO,279,urban,background,106.4,26.84647129
STA-RO0076A,RO,343,urban,industrial,106.4,45.70087506
STA-RO0075A,RO,350,suburban,background,106.4,38.56147381
STA-RO0074A,RO,333,urban,background,106.4,33.19935503
STA-RO0073A,RO,349,urban,traffic,106.4,55.91162085
STA-RO0072A,RO,30,rural-regional,background,314.7,11.46942353
STA-RO0071A,RO,30,suburban,background,314.7,25.90245352
STA-RO0070A,RO,30,urban,traffic,7917.1,62.79122823
STA-RO0069A,RO,30,urban,industrial,7917.1,35.5026564
STA-RO0086A,RO,165,rural-regional,background,146.8,9.707084986
STA-RO0087A,RO,49,suburban,background,146.8,17.02053451
STA-RO0092A,RO,246,urban,background,52.5,21.54696412
STA-RO0093A,RO,256,urban,industrial,52.5,24.31416357
STA-RO0111A,RO,365,urban,background,52.3,24.5823075
STA-RO0110A,RO,213,urban,industrial,75,17.36183839
STA-RO0109A,RO,128,urban,traffic,75,35.25065426
STA-RO0108A,RO,145,urban,industrial,75,33.63235236
STA-RO0107A,RO,139,urban,background,75,25.9775794
STA-RO0106A,RO,201,urban,industrial,89.9,21.08722038
STA-RO0105A,RO,160,urban,industrial,89.9,17.22963435
STA-RO0104A,RO,161,urban,background,89.9,22.04751237
STA-RO0160A,RO,60,urban,industrial,59.2,12.3261514
STA-RO0103A,RO,580,urban,industrial,86,7.443726067
STA-RO0101A,RO,322,suburban,background,86,8.905183576
STA-RO0100A,RO,296,suburban,background,86,9.653123136
STA-RO0099A,RO,278,urban,background,86,20.02975546
STA-RO0098A,RO,277,urban,traffic,86,23.60540786
STA-RO0097A,RO,100,suburban,traffic,54.4,11.66848838
STA-RO0096A,RO,107,urban,background,54.4,17.68122726
STA-RO0095A,RO,107,urban,traffic,54.4,22.49513466
STA-RO0094A,RO,450,urban,industrial,52.5,16.94964197
STA-RO0102A,RO,268,suburban,industrial,86,11.10459333
STA-RO0161A,RO,211,urban,traffic,73.5,31.77220667
STA-RO0162A,RO,223,urban,background,73.5,23.44897559
STA-RO0163A,RO,354,suburban,background,73.5,12.69694568
STA-SE0001A,SE,25,urban,background,123.4,11.20196464
STA-RS0045A,RS,242,suburban,background,66.5,15.39776174
STA-RS0043A,RS,175,urban,background,119.2,33.19027058
STA-RS0041A,RS,181,urban,background,66.3,25.85149933
STA-RS0037A,RS,141,urban,background,535.2,25.48832722
STA-RS0031A,RS,81,urban,background,157.4,16.37831231
STA-RS0030A,RS,200,urban,traffic,133.2,26.36861034
STA-RS0028A,RS,83,urban,traffic,535.2,43.93797478
STA-RO0214A,RO,35,urban,traffic,86.4,27.56739714
STA-RO0213A,RO,11,rural,background,58.4,8.623644843
STA-RO0211A,RO,25,urban,background,146.8,10.85156354
STA-RO0210A,RO,20,rural-regional,background,77.6,14.84191796
STA-SE0054A,SE,60,urban,background,123.4,9.423060062
STA-SE0058A,SE,11,urban,traffic,123.4,22.48624859
STA-SE0072A,SE,28,urban,traffic,356.6,27.56912697
STA-SK0001A,SK,138,urban,background,324.2,21.94522539
STA-SI0054A,SI,250,suburban,background,118.3,16.19827962
STA-SI0038A,SI,56,urban,background,109.8,18.3988955
STA-SI0036A,SI,241,urban,traffic,118.3,20.42228516
STA-SI0033A,SI,188,rural,background,86.3,12.62491271
STA-SI0008R,SI,540,rural,background,53.8,3.539176061
STA-SI0003A,SI,299,urban,background,234.4,26.22198636
STA-SI0001A,SI,240,urban,background,111.6,25.8248695
STA-RO0207A,RO,23,urban,traffic,77.6,34.84429125
STA-SE38350,SE,40,urban,traffic,123.4,13.37589794
STA-SE157995,SE,35,urban,background,48.2,6.962207548
STA-SE157868,SE,97.5,urban,traffic,34.4,22.72633361
STA-SE0096A,SE,20,urban,traffic,123.4,23.19135094
STA-SE0094A,SE,11,urban,traffic,123.4,25.54960492
STA-SE30310,SE,24.8,urban,traffic,123.4,23.15378592
STA-RO0068A,RO,30,urban,industrial,7917.1,27.57455456
STA-RO0206A,RO,52,rural-regional,background,67,12.72510233
STA-RO0204A,RO,300,urban,industrial,61.9,12.45130261
STA-RO0180A,RO,160,urban,industrial,154.2,20.53118755
STA-RO0179A,RO,160,urban,traffic,154.2,29.06733525
STA-RO0178A,RO,140,suburban,industrial,154.2,22.31469914
STA-RO0177A,RO,150,suburban,background,154.2,20.67627064
STA-RO0176A,RO,160,urban,background,154.2,31.13387047
STA-RO0175A,RO,160,urban,traffic,154.2,32.59295627
STA-RO0174A,RO,169,urban,industrial,74.2,18.9005448
STA-RO0173A,RO,400,urban,industrial,76,17.0985159
STA-RO0172A,RO,206,urban,industrial,76,14.16284826
STA-RO0171A,RO,360,urban,background,76,15.27999687
STA-RO0170A,RO,300,urban,industrial,80.4,8.361804606
STA-RO0169A,RO,279,urban,industrial,80.4,18.23260108
STA-RO0168A,RO,308,urban,industrial,80.4,21.45839013
STA-RO0167A,RO,328,urban,background,80.4,27.56055305
STA-RO0166A,RO,69,urban,industrial,50.5,13.74148944
STA-RO0165A,RO,290,urban,industrial,73.5,8.799877981
STA-RO0164A,RO,259,urban,industrial,73.5,11.53358632
STA-RO0181A,RO,275,urban,industrial,55.2,14.72810561
STA-RO0182A,RO,123,urban,background,75.8,20.93662527
STA-RO0183A,RO,160,urban,traffic,75.8,14.2047739
STA-RO0203A,RO,300,urban,background,61.9,20.5647203
STA-RO0202A,RO,27,suburban,traffic,27.6,7.241179108
STA-RO0201A,RO,30,urban,industrial,27.6,16.60110856
STA-RO0200A,RO,6,urban,traffic,27.6,18.25976871
STA-RO0199A,RO,124,urban,industrial,81.3,11.88977604
STA-RO0198A,RO,80,rural,background,81.3,11.94330712
STA-RO0197A,RO,89,urban,traffic,81.3,41.18530416
STA-RO0196A,RO,89,urban,industrial,81.3,28.48628921
STA-RO0205A,RO,110,urban,background,71.4,20.91305097
STA-RO0195A,RO,119,suburban,background,81.3,14.24025977
STA-RO0193A,RO,89,urban,traffic,81.3,45.23177153
STA-RO0191A,RO,41,urban,background,59.5,17.3954655
STA-RO0190A,RO,500,urban,traffic,73.5,27.73733349
STA-RO0189A,RO,350,urban,industrial,73.5,18.52994385
STA-RO0188A,RO,385,urban,background,73.5,14.24666875
STA-RO0187A,RO,320,urban,industrial,74.1,20.51369396
STA-RO0186A,RO,285,urban,industrial,74.1,23.44081273
STA-RO0185A,RO,415,urban,industrial,74.1,24.51337194
STA-RO0194A,RO,89,urban,background,81.3,20.43258865
STA-RO0067A,RO,30,urban,traffic,7917.1,59.33076525
STA-RO0066A,RO,30,urban,industrial,7917.1,31.62279378
STA-RO0065A,RO,30,urban,background,7917.1,27.73148403
STA-GR0110R,GR,110,rural,background,41.7,9.759274526
STA-GR0048A,GR,19,urban,traffic,91.9,29.0192183
STA-GR0047A,GR,363,suburban,background,310.9,11.02217659
STA-GR0046A,GR,14,urban,industrial,310.9,20.17851392
STA-GR0044A,GR,55,urban,traffic,310.9,31.91285358
STA-HU0022A,HU,153,suburban,background,3433.4,24.09297362
STA-HU0023A,HU,111,urban,background,86.8,21.42757738
STA-HU0024A,HU,101,urban,traffic,111.9,29.34028557
STA-HU0025A,HU,101,urban,background,111.9,24.21195458
STA-HU0057A,HU,79,urban,background,95.5,16.11074804
STA-HU0045A,HU,90,urban,traffic,3433.4,40.34731508
STA-HU0042A,HU,122,urban,background,3433.4,26.43518449
STA-HU0041A,HU,123,urban,traffic,3433.4,46.52267658
STA-HU0040A,HU,113,rural,background,111.9,6.394418869
STA-HU0039A,HU,122,urban,background,134.6,11.76178351
STA-HU0038A,HU,135,suburban,background,89.8,14.77293898
STA-HU0037A,HU,248,suburban,background,81.6,13.43482307
STA-GR0020A,GR,30,urban,industrial,310.9,23.46418763
STA-HU0036A,HU,265,suburban,background,3433.4,17.23434702
STA-HU0033A,HU,215,urban,industrial,97.2,21.26707472
STA-HU0032A,HU,99,suburban,background,202.3,15.51000116
STA-HU0031A,HU,199,urban,traffic,134.6,18.77224356
STA-HU0030A,HU,120,urban,traffic,82.7,43.42927345
STA-HU0029A,HU,200,suburban,background,82.7,19.53020242
STA-HU0028A,HU,115,urban,traffic,94.9,23.07399813
STA-HU0027A,HU,125,urban,traffic,89.8,32.77656268
STA-HU0026A,HU,155,urban,background,89.8,14.01705507
STA-HU0034A,HU,274,suburban,background,81.6,20.88605643
STA-LT00001,LT,116,urban,background,85.8,19.53886344
STA-GR0018A,GR,27,urban,traffic,310.9,22.6994367
STA-FR34057,FR,147,urban,traffic,32.2,14.28269186
STA-FR34051,FR,156,urban,background,32.2,9.369463785
STA-FR34047,FR,99,urban,traffic,72.9,30.24632503
STA-FR34046,FR,90,urban,background,72.9,11.6928934
STA-FR34042,FR,155,urban,background,72.9,11.36336318
STA-FR34032,FR,133,urban,background,41.3,10.06224419
STA-FR34030,FR,156,urban,traffic,41.3,14.59064842
STA-FR34028,FR,51,urban,traffic,99.3,31.12328652
STA-FR34025,FR,100,urban,background,99.3,12.01896452
STA-FR34024,FR,90,urban,background,99.3,13.42545307
STA-FR34018,FR,95,urban,background,100.7,10.55400366
STA-FR33302,FR,477,rural-nearcity,background,178.9,7.357938817
STA-FR33232,FR,1044,urban,traffic,178.9,43.73209107
STA-FR33220,FR,588,suburban,background,178.9,14.79467285
STA-FR33213,FR,432,urban,traffic,178.9,24.38784611
STA-FR33212,FR,426,urban,background,178.9,16.95416717
STA-FR34061,FR,118,urban,background,51.8,9.484399858
STA-FR35002,FR,227,urban,background,67.4,6.830543978
STA-FR35003,FR,288,urban,background,67.4,16.36731814
STA-FR82042,FR,210,rural,industrial,51.7,13.29771075
STA-FR82041,FR,192,rural,industrial,51.7,9.244136587
STA-FR82040,FR,223,urban,background,51.7,12.11641938
STA-FR82006,FR,321,urban,background,103,17.20138508
STA-FR82001,FR,243,urban,traffic,103,24.21904762
STA-FR36032,FR,113,urban,traffic,79.1,32.68433707
STA-FR36021,FR,605,rural-remote,background,79.1,1.59273769
STA-GR0008A,GR,16,urban,traffic,91.9,29.88555684
STA-FR36019,FR,150,urban,background,79.1,12.99744516
STA-FR36001,FR,125,suburban,background,79.1,16.36369361
STA-FR35023,FR,222,urban,traffic,41.1,18.17051746
STA-FR35019,FR,185,rural,background,67.4,5.75855928
STA-FR35010,FR,246,urban,traffic,67.4,26.32227859
STA-FR35006,FR,264,urban,background,41.1,13.09160156
STA-FR35005,FR,437,urban,background,21.1,12.40217515
STA-FR35004,FR,121,urban,background,41.1,13.71050173
STA-FR36002,FR,125,urban,background,79.1,20.55756841
STA-SK0002R,SK,2008,rural,background,68.7,2.406485019
STA-LT00002,LT,170,urban,background,85.8,15.11046642
STA-LT00004,LT,124,urban,industrial,85.8,21.00488409
STA-NL00247,NL,22,urban,background,529.9,19.12726988
STA-NL00246,NL,1,rural,background,512.3,18.65824085
STA-NL00241,NL,1,suburban,background,512.3,21.33832147
STA-NL00237,NL,18,urban,traffic,529.9,27.8224033
STA-NL00236,NL,17,urban,traffic,529.9,22.6873321
STA-NL00235,NL,18,rural,background,512.3,16.71956118
STA-NL00230,NL,15,rural,background,524.9,24.78443093
STA-NL00138,NL,98,urban,background,918.9,16.30543142
STA-NL00136,NL,100,urban,traffic,918.9,26.50721973
STA-NL00133,NL,96,suburban,background,918.9,13.42702928
STA-NL00131,NL,28,rural,background,336.2,17.25475095
STA-NL00107,NL,32,rural,background,354.3,16.84897093
STA-MT00008,MT,86,urban,background,1843.2,10.97704237
STA-MT00005,MT,2,urban,traffic,1843.2,34.61846604
STA-MT00004,MT,56,urban,background,1843.2,13.72594288
STA-MK0048A,MK,255,urban,background,347.4,17.24461775
STA-MK0045A,MK,268,suburban,industrial,347.4,11.96888675
STA-NL00404,NL,2,urban,background,3352,24.51024556
STA-NL00437,NL,-1,rural,background,1183.2,19.37307507
STA-NL00442,NL,1,urban,background,848.6,20.92046794
STA-NL00489,NL,0,urban,traffic,1183.2,32.33453336
STA-NL00938,NL,-1,suburban,background,312.9,10.81585722
STA-NL00937,NL,2,urban,traffic,312.9,24.91667979
STA-NL00934,NL,1,rural,background,206.7,8.585926136
STA-NL00918,NL,1,rural,background,164.1,10.23209497
STA-NL00818,NL,1,rural,background,257.1,11.15685406
STA-NL00807,NL,7,rural,background,418.5,11.98869665
STA-MK0044A,MK,269,urban,industrial,37.6,28.54973597
STA-NL00742,NL,30,urban,background,810.6,20.8301748
STA-NL00738,NL,18,rural,background,374.1,14.34359186
STA-NL00722,NL,19,rural,background,257.8,13.8733917
STA-NL00644,NL,1,rural,background,926.1,17.19943947
STA-NL00643,NL,2,urban,background,926.1,19.9123355
STA-NL00639,NL,1,urban,traffic,926.1,28.73543333
STA-NL00636,NL,1,urban,traffic,926.1,24.81648602
STA-NL00617,NL,1,rural-regional,background,288.6,13.38798337
STA-NL00496,NL,0,rural,industrial,1183.2,27.12722099
STA-NL00741,NL,30,urban,traffic,810.6,31.49184806
STA-LT00003,LT,119,urban,traffic,85.8,33.27147032
STA-MK0043A,MK,270,urban,traffic,347.4,45.52379156
STA-MK0041A,MK,84,urban,traffic,133.2,27.93558976
STA-LU0108A,LU,292,urban,traffic,235.1,39.51225208
STA-LU0105A,LU,319,rural-regional,background,235.1,9.116990809
STA-LU0104A,LU,288,rural,background,235.1,10.10207019
STA-LU0103A,LU,510,rural-regional,background,235.1,7.886592308
STA-LU0102A,LU,287,urban,background,235.1,26.00221935
STA-LU0101A,LU,275,urban,background,235.1,30.63284272
STA-LT00053,LT,155,rural,background,31.6,7.313199422
STA-LT00052,LT,130,rural-remote,background,26.5,4.378308174
STA-LT00044,LT,73,urban,background,71.8,12.70740412
STA-LT00043,LT,44,urban,industrial,71.8,17.14062199
STA-LT00042,LT,40,urban,industrial,71.8,11.23200897
STA-LT00041,LT,31,urban,traffic,71.8,21.45062152
STA-LT00033,LT,12,urban,traffic,67.9,28.10237771
STA-LT00031,LT,6,urban,traffic,67.9,20.56436739
STA-LT00023,LT,67,urban,industrial,31.6,8.649139931
STA-LT00022,LT,122,urban,traffic,31.7,24.44769306
STA-LT00012,LT,52,urban,background,28.2,16.2541687
STA-LU0109A,LU,303,urban,traffic,235.1,31.45072132
STA-LU0110A,LU,289,urban,traffic,235.1,47.23006402
STA-LU0111A,LU,284,urban,traffic,235.1,42.06124267
STA-LU0112A,LU,159,urban,traffic,235.1,41.50885111
STA-MK0040A,MK,191,urban,traffic,37.6,20.88922405
STA-MK0038A,MK,600,urban,traffic,48.4,23.3001518
STA-MK0037A,MK,586,urban,industrial,48.4,9.973647851
STA-MK0036A,MK,337,urban,background,76.3,19.99675506
STA-MK0035A,MK,620,urban,industrial,65.9,17.67273225
STA-MK0034A,MK,349,urban,traffic,49.6,15.74943555
STA-MK0031A,MK,235,urban,industrial,347.4,35.03171301
STA-MK0030A,MK,250,suburban,background,347.4,5.535909824
STA-MK0042A,MK,1333,rural,background,133.2,1.503049771
STA-ME0009A,ME,629,urban,background,45.7,16.06074194
STA-ME0001A,ME,777,urban,background,45.7,21.35439392
STA-LV0RKE2,LV,7,urban,background,2462.4,24.6374215
STA-LV00RZ2,LV,157,urban,traffic,18.7,11.32942192
STA-LV00RZ1,LV,157,urban,traffic,18.7,14.18467806
STA-LV00RP5,LV,8,urban,background,2462.4,26.74318406
STA-LV000L2,LV,4,urban,traffic,18,16.51676059
STA-LV000L1,LV,4,urban,traffic,18,22.65445819
STA-ME0002A,ME,37,urban,traffic,45.7,18.62773246
STA.IT1804A,IT,182,urban,traffic,55.3,25.89950093
STA.IT1822A,IT,10,urban,traffic,262,22.2612434
STA_PL0244A,PL,67,urban,background,2088.8,21.49776205
STA_PL0242A,PL,255,urban,background,535.5,23.20936728
STA_PL0240A,PL,252,urban,background,438,23.34894836
STA_PL0237A,PL,293,urban,background,379.8,26.93682366
STA_PL0222A,PL,195,urban,background,110.6,16.23403845
STA_PL0213A,PL,150,urban,background,79.9,15.16094779
STA_PL0245A,PL,84,urban,background,2088.8,23.50086096
STA_PL0212A,PL,90,urban,background,79.9,14.04356558
STA_PL0209A,PL,22,urban,background,63.4,21.98368373
STA_PL0205A,PL,59,urban,traffic,100,27.63554562
STA_PL0198A,PL,215,urban,background,100,17.01073946
STA_PL0197A,PL,125,urban,traffic,2228.5,45.56671103
STA_PL0194A,PL,114,urban,background,2228.5,21.79347905
STA_PL0193A,PL,118,suburban,background,2228.5,16.17346245
STA_PL0211A,PL,77,rural,background,79.9,7.977614179
STA_PL0247A,PL,122,rural,background,103.7,10.48768195
STA_PL0248A,PL,10,urban,background,1721.9,16.92412824
STA_PL0249A,PL,26,urban,traffic,1721.9,24.87375964
STA_PL0501A,PL,223,urban,background,2393.9,31.94309199
STA_PL0495A,PL,203,urban,background,177.7,18.08003338
STA_PL0468A,PL,70,urban,background,63.6,15.31571792
STA_PL0398A,PL,97,urban,background,99.3,15.66813875
STA_PL0321A,PL,277,urban,background,154.4,14.58702979
STA_PL0317A,PL,130,urban,background,92.6,17.12761327
STA_PL0312A,PL,170,urban,background,48.1,9.628449058
STA_PL0298A,PL,31,urban,traffic,81.8,25.70351606
STA_PL0295A,PL,15,urban,background,72.8,13.37569267
STA_PL0276A,PL,156,urban,background,136,11.17163587
STA_PL0273A,PL,225,urban,background,179.4,22.02520048
STA_PL0252A,PL,47,urban,traffic,270.9,28.19665786
STA_PL0192A,PL,424,urban,background,154.4,15.20715921
STA_PL0190A,PL,122,urban,background,129,21.31776437
STA_PL0187A,PL,267,urban,background,154.4,17.33744729
STA_PL0182A,PL,2,rural,background,69.2,7.502474076
STA_PL0094A,PL,177,rural,background,88.5,10.72214423
STA_PL0091A,PL,226,urban,background,66.7,18.12166161
STA_PL0079A,PL,144,urban,background,50.6,14.98063295
STA_PL0077A,PL,121,rural,background,56.8,5.183876875
STA_PL0072A,PL,59,urban,traffic,270.9,20.3118736
STA_PL0068A,PL,82,rural,background,270.9,8.411903305
STA_PL0066A,PL,44,suburban,background,100,9.764467469
STA_PL0064A,PL,49,urban,background,270.9,24.55728022
STA_PL0054A,PL,356,rural,industrial,100,10.4252207
STA_PL0052A,PL,40,urban,background,1857,17.85697709
STA_PL0050A,PL,5,urban,background,1857,14.68374222
STA_PL0049A,PL,105,urban,background,1857,16.50253545
STA_PL0048A,PL,70,urban,background,1857,10.86384468
STA_PL0096A,PL,235,urban,background,2345.6,18.61101998
STA_PL0502A,PL,228,urban,background,175.8,19.61512177
STA_PL0104A,PL,186,urban,industrial,175.1,19.92991304
STA_PL0115A,PL,189,urban,background,175.1,17.60102776
STA_PL0175A,PL,120,urban,background,60.8,14.75189202
STA_PL0171A,PL,25,urban,background,64.7,13.72732264
STA_PL0151A,PL,128,urban,background,43.7,14.49734909
STA_PL0150A,PL,180,rural,background,98.7,3.482215231
STA_PL0148A,PL,145,urban,background,98.7,14.04393555
STA_PL0143A,PL,85,urban,background,3495.3,26.23304948
STA_PL0141A,PL,102,urban,background,3495.3,26.73767224
STA_PL0140A,PL,103,urban,traffic,3495.3,50.31168396
STA_PL0138A,PL,159,urban,background,106.3,23.16863755
STA_PL0136A,PL,101,urban,background,99.3,18.92097199
STA_PL0134A,PL,99,suburban,background,261.9,25.33676428
STA_PL0129A,PL,91,suburban,background,206.1,15.87626943
STA_PL0128A,PL,72,rural,background,261.9,8.039173141
STA_PL0126A,PL,844,urban,background,128.1,20.50494043
STA_PL0121A,PL,327,rural,background,152.6,5.790878616
STA_PL0105A,PL,166,rural,background,98.3,13.21976124
STA_PL0046A,PL,7,urban,background,1857,17.03052348
STA_PL0503A,PL,132,urban,background,115.6,18.17714835
STA_PL0505A,PL,179,rural,background,100,8.935050144
STA_PL0705A,PL,333,urban,traffic,286.3,32.36145872
STA_PL0704A,PL,275,urban,background,150.7,25.56842945
STA_PL0691A,PL,270,rural,background,66.7,5.557719521
STA_PL0688A,PL,67,urban,background,270.9,13.77877109
STA_PL0687A,PL,226,urban,background,100,19.07695247
STA_PL0686A,PL,470,urban,background,154.4,8.035901331
STA_PL0682A,PL,117,urban,background,72.8,15.06130923
STA_PL0681A,PL,133,urban,background,48.1,11.7244855
STA_PL0700A,PL,92,urban,background,134.1,17.65259034
STA.IT1817A,IT,10,suburban,traffic,324.9,23.27465122
STA_PL0677A,PL,167,urban,background,136,17.55003522
STA_PL0675A,PL,126,urban,background,43.4,11.47806166
STA_PL0673A,PL,96,suburban,background,261.9,16.21788482
STA_PL0563A,PL,143,suburban,background,150.7,19.03988821
STA_PL0561A,PL,186,rural,background,55.9,7.608853603
STA_PL0560A,PL,19,urban,background,64.7,12.27218718
STA_PL0559A,PL,17,urban,background,105.9,17.10432915
STA_PL0558A,PL,163,urban,background,55.9,16.78651864
STA_PL0552A,PL,340,urban,background,274.5,15.49828283
STA_PL0550A,PL,305,urban,background,152.6,24.86866963
STA_PL0544A,PL,223,urban,background,98.3,20.15345214
STA_PL0543A,PL,206,urban,background,2345.6,24.33136781
STA_PL0539A,PL,95,suburban,background,206.1,16.06655939
STA_PL0529A,PL,250,urban,background,379.8,22.30409332
STA_PL0520A,PL,143,urban,background,1857,18.08268253
STA_PL0518A,PL,223,urban,background,85.8,11.12894608
STA_PL0509A,PL,180,urban,background,98.3,18.84690923
STA_PL0507A,PL,191,urban,background,169.6,21.64514938
STA_PL0565A,PL,188,urban,background,71.6,7.518481201
STA_PL0504A,PL,295,urban,background,154.4,15.66165214
STA_PL0567A,PL,294,urban,traffic,1944.1,55.17922955
STA_PL0574A,PL,141,urban,industrial,41.9,13.98783182
STA_PL0657A,PL,132,urban,background,85.4,10.2659902
STA_PL0649A,PL,134,rural,background,59,4.239480671
STA_PL0647A,PL,216,urban,traffic,175.8,30.18544237
STA_PL0641A,PL,209,urban,traffic,2393.9,41.11882337
STA_PL0640A,PL,260,suburban,background,179.4,18.73364128
STA_PL0635A,PL,197,urban,traffic,2345.6,32.52293393
STA_PL0622A,PL,371,rural,background,85.8,5.086638706
STA_PL0618A,PL,230,suburban,background,179.4,16.407177
STA_PL0594A,PL,201,urban,background,90.5,14.08321072
STA_PL0591A,PL,160,urban,background,79.9,15.47654176
STA_PL0585A,PL,345,urban,background,100,11.95548913
STA_PL0582A,PL,51,urban,background,270.9,15.02317482
STA_PL0581A,PL,85,suburban,background,91.9,10.54958872
STA_PL0580A,PL,23,urban,traffic,96.6,21.22546671
STA_PL0575A,PL,86,urban,background,63.4,9.276826497
STA_PL0573A,PL,80,suburban,background,134.1,13.87092769
STA_PL0045A,PL,51,urban,background,1857,19.35891971
STA_PL0031A,PL,103,urban,background,103.7,13.95400366
STA.IT2093A,IT,467,urban,background,140,6.688435909
STA.IT2092A,IT,479,urban,traffic,140,21.33609837
STA.IT2090A,IT,2,rural-nearcity,industrial,105.9,11.03863204
STA.IT2066A,IT,475,suburban,industrial,106,12.02721371
STA.IT2064A,IT,516,suburban,industrial,106,10.8411757
STA.IT2060A,IT,61,rural,background,77.5,1.677262261
STA.IT2096A,IT,260,urban,background,71.8,29.73390361
STA.IT2059A,IT,25,urban,background,77.5,5.579555692
STA.IT2052A,IT,135,urban,background,311.1,14.7896856
STA.IT2051A,IT,130,suburban,background,324.9,16.81007763
STA.IT2044A,IT,50,urban,traffic,286.3,29.35996848
STA.IT2036A,IT,598,urban,background,198,13.07767031
STA.IT2033A,IT,501,suburban,background,198,7.295917167
STA.IT2102A,IT,259,urban,traffic,73.3,26.55286974
STA.IT2104A,IT,666,suburban,background,194.6,10.29991282
STA.IT2109A,IT,329,urban,background,107.3,8.458868385
STA.IT2160A,IT,794,rural,background,59.6,1.753767123
STA.IT2151A,IT,50,suburban,background,212.4,12.85342147
STA.IT2150A,IT,100,rural,background,286.3,11.79216673
STA.IT2149A,IT,200,rural,background,212.4,7.243413853
